playername	month	year	revs
Bob%20Allison	8	2009	0
Bob%20Allison	8	2010	2
Bob%20Allison	8	2011	0
Bob%20Allison	9	2006	0
Bob%20Allison	9	2007	0
Bob%20Allison	9	2008	0
Bob%20Allison	9	2009	0
Bob%20Allison	9	2010	5
Bob%20Allison	9	2011	0
Bob%20Allison	10	2006	1
Bob%20Allison	10	2007	1
Bob%20Allison	10	2008	0
Bob%20Allison	10	2009	0
Bob%20Allison	10	2010	1
Bob%20Allison	10	2011	2
Bob%20Allison	11	2006	0
Bob%20Allison	11	2007	0
Bob%20Allison	11	2008	0
Bob%20Allison	11	2009	0
Bob%20Allison	11	2010	0
Bob%20Allison	11	2011	1
Bob%20Allison	12	2006	4
Bob%20Allison	12	2007	0
Bob%20Allison	12	2008	0
Bob%20Allison	12	2009	2
Bob%20Allison	12	2010	1
Bob%20Allison	12	2011	1
Sandy%20Alomar	1	2006	0
Sandy%20Alomar	1	2007	0
Sandy%20Alomar	1	2008	0
Sandy%20Alomar	1	2009	0
Sandy%20Alomar	1	2010	0
Sandy%20Alomar	1	2011	0
Sandy%20Alomar	2	2006	1
Sandy%20Alomar	2	2007	0
Sandy%20Alomar	2	2008	0
Sandy%20Alomar	2	2009	0
Sandy%20Alomar	2	2010	0
Sandy%20Alomar	2	2011	0
Sandy%20Alomar	3	2006	0
Sandy%20Alomar	3	2007	0
Sandy%20Alomar	3	2008	0
Sandy%20Alomar	3	2009	0
Sandy%20Alomar	3	2010	0
Sandy%20Alomar	3	2011	0
Sandy%20Alomar	4	2006	0
Sandy%20Alomar	4	2007	0
Sandy%20Alomar	4	2008	0
Sandy%20Alomar	4	2009	0
Sandy%20Alomar	4	2010	0
Sandy%20Alomar	4	2011	0
Sandy%20Alomar	5	2006	0
Sandy%20Alomar	5	2007	0
Sandy%20Alomar	5	2008	0
Sandy%20Alomar	5	2009	1
Sandy%20Alomar	5	2010	1
Sandy%20Alomar	5	2011	0
Sandy%20Alomar	6	2006	0
Sandy%20Alomar	6	2007	0
Sandy%20Alomar	6	2008	0
Sandy%20Alomar	6	2009	1
Sandy%20Alomar	6	2010	0
Sandy%20Alomar	6	2011	0
Sandy%20Alomar	7	2006	0
Sandy%20Alomar	7	2007	0
Sandy%20Alomar	7	2008	1
Sandy%20Alomar	7	2009	0
Sandy%20Alomar	7	2010	0
Sandy%20Alomar	7	2011	0
Sandy%20Alomar	8	2006	0
Sandy%20Alomar	8	2007	0
Sandy%20Alomar	8	2008	0
Sandy%20Alomar	8	2009	0
Sandy%20Alomar	8	2010	0
Sandy%20Alomar	8	2011	0
Sandy%20Alomar	9	2006	0
Sandy%20Alomar	9	2007	1
Sandy%20Alomar	9	2008	0
Sandy%20Alomar	9	2009	0
Sandy%20Alomar	9	2010	0
Sandy%20Alomar	9	2011	0
Sandy%20Alomar	10	2006	0
Sandy%20Alomar	10	2007	0
Sandy%20Alomar	10	2008	0
Sandy%20Alomar	10	2009	0
Sandy%20Alomar	10	2010	0
Sandy%20Alomar	10	2011	0
Sandy%20Alomar	11	2006	0
Sandy%20Alomar	11	2007	0
Sandy%20Alomar	11	2008	0
Sandy%20Alomar	11	2009	0
Sandy%20Alomar	11	2010	0
Sandy%20Alomar	11	2011	0
Sandy%20Alomar	12	2006	0
Sandy%20Alomar	12	2007	0
Sandy%20Alomar	12	2008	0
Sandy%20Alomar	12	2009	0
Sandy%20Alomar	12	2010	0
Sandy%20Alomar	12	2011	0
Felipe%20Alou	1	2006	9
Felipe%20Alou	1	2007	0
Felipe%20Alou	1	2008	4
Felipe%20Alou	1	2009	1
Felipe%20Alou	1	2010	3
Felipe%20Alou	1	2011	0
Felipe%20Alou	2	2006	5
Felipe%20Alou	2	2007	2
Felipe%20Alou	2	2008	2
Felipe%20Alou	2	2009	1
Felipe%20Alou	2	2010	0
Felipe%20Alou	2	2011	0
Felipe%20Alou	3	2006	3
Felipe%20Alou	3	2007	1
Felipe%20Alou	3	2008	0
Felipe%20Alou	3	2009	5
Felipe%20Alou	3	2010	0
Felipe%20Alou	3	2011	1
Felipe%20Alou	4	2006	6
Felipe%20Alou	4	2007	2
Felipe%20Alou	4	2008	2
Felipe%20Alou	4	2009	0
Felipe%20Alou	4	2010	0
Felipe%20Alou	4	2011	1
Felipe%20Alou	5	2006	1
Felipe%20Alou	5	2007	4
Felipe%20Alou	5	2008	2
Felipe%20Alou	5	2009	2
Felipe%20Alou	5	2010	1
Felipe%20Alou	5	2011	0
Felipe%20Alou	6	2006	1
Felipe%20Alou	6	2007	8
Felipe%20Alou	6	2008	0
Felipe%20Alou	6	2009	0
Felipe%20Alou	6	2010	4
Felipe%20Alou	6	2011	3
Felipe%20Alou	7	2006	9
Felipe%20Alou	7	2007	12
Felipe%20Alou	7	2008	0
Felipe%20Alou	7	2009	6
Felipe%20Alou	7	2010	1
Felipe%20Alou	7	2011	2
Felipe%20Alou	8	2006	6
Felipe%20Alou	8	2007	1
Felipe%20Alou	8	2008	10
Felipe%20Alou	8	2009	0
Felipe%20Alou	8	2010	0
Felipe%20Alou	8	2011	0
Felipe%20Alou	9	2006	0
Felipe%20Alou	9	2007	1
Felipe%20Alou	9	2008	1
Felipe%20Alou	9	2009	9
Felipe%20Alou	9	2010	0
Felipe%20Alou	9	2011	2
Felipe%20Alou	10	2006	12
Felipe%20Alou	10	2007	2
Felipe%20Alou	10	2008	1
Felipe%20Alou	10	2009	0
Felipe%20Alou	10	2010	4
Felipe%20Alou	10	2011	1
Felipe%20Alou	11	2006	4
Felipe%20Alou	11	2007	1
Felipe%20Alou	11	2008	0
Felipe%20Alou	11	2009	2
Felipe%20Alou	11	2010	4
Felipe%20Alou	11	2011	7
Felipe%20Alou	12	2006	7
Felipe%20Alou	12	2007	8
Felipe%20Alou	12	2008	0
Felipe%20Alou	12	2009	4
Felipe%20Alou	12	2010	0
Felipe%20Alou	12	2011	0
Matty%20Alou	1	2006	0
Matty%20Alou	1	2007	2
Matty%20Alou	1	2008	2
Matty%20Alou	1	2009	0
Matty%20Alou	1	2010	0
Matty%20Alou	1	2011	0
Matty%20Alou	2	2006	1
Matty%20Alou	2	2007	2
Matty%20Alou	2	2008	2
Matty%20Alou	2	2009	1
Matty%20Alou	2	2010	0
Matty%20Alou	2	2011	1
Matty%20Alou	3	2006	1
Matty%20Alou	3	2007	3
Matty%20Alou	3	2008	1
Matty%20Alou	3	2009	2
Matty%20Alou	3	2010	0
Matty%20Alou	3	2011	0
Matty%20Alou	4	2006	2
Matty%20Alou	4	2007	1
Matty%20Alou	4	2008	1
Matty%20Alou	4	2009	2
Matty%20Alou	4	2010	0
Matty%20Alou	4	2011	1
Matty%20Alou	5	2006	0
Matty%20Alou	5	2007	0
Matty%20Alou	5	2008	0
Matty%20Alou	5	2009	1
Matty%20Alou	5	2010	0
Matty%20Alou	5	2011	0
Matty%20Alou	6	2006	0
Matty%20Alou	6	2007	5
Matty%20Alou	6	2008	0
Matty%20Alou	6	2009	2
Matty%20Alou	6	2010	1
Matty%20Alou	6	2011	1
Matty%20Alou	7	2006	14
Matty%20Alou	7	2007	3
Matty%20Alou	7	2008	2
Matty%20Alou	7	2009	1
Matty%20Alou	7	2010	0
Matty%20Alou	7	2011	0
Matty%20Alou	8	2006	0
Matty%20Alou	8	2007	0
Matty%20Alou	8	2008	3
Matty%20Alou	8	2009	0
Matty%20Alou	8	2010	0
Matty%20Alou	8	2011	0
Matty%20Alou	9	2006	1
Matty%20Alou	9	2007	2
Matty%20Alou	9	2008	0
Matty%20Alou	9	2009	1
Matty%20Alou	9	2010	0
Matty%20Alou	9	2011	0
Matty%20Alou	10	2006	1
Matty%20Alou	10	2007	1
Matty%20Alou	10	2008	0
Matty%20Alou	10	2009	0
Matty%20Alou	10	2010	2
Matty%20Alou	10	2011	5
Matty%20Alou	11	2006	0
Matty%20Alou	11	2007	1
Matty%20Alou	11	2008	1
Matty%20Alou	11	2009	0
Matty%20Alou	11	2010	3
Matty%20Alou	11	2011	36
Matty%20Alou	12	2006	2
Matty%20Alou	12	2007	1
Matty%20Alou	12	2008	1
Matty%20Alou	12	2009	2
Matty%20Alou	12	2010	1
Matty%20Alou	12	2011	2
George%20Altman	1	2006	0
George%20Altman	1	2007	0
George%20Altman	1	2008	4
George%20Altman	1	2009	1
George%20Altman	1	2010	0
George%20Altman	1	2011	1
George%20Altman	2	2006	1
George%20Altman	2	2007	1
George%20Altman	2	2008	1
George%20Altman	2	2009	0
George%20Altman	2	2010	0
George%20Altman	2	2011	0
George%20Altman	3	2006	0
George%20Altman	3	2007	2
George%20Altman	3	2008	2
George%20Altman	3	2009	0
George%20Altman	3	2010	0
George%20Altman	3	2011	0
George%20Altman	4	2006	0
George%20Altman	4	2007	0
George%20Altman	4	2008	0
George%20Altman	4	2009	0
George%20Altman	4	2010	1
George%20Altman	4	2011	1
George%20Altman	5	2006	1
George%20Altman	5	2007	0
George%20Altman	5	2008	1
George%20Altman	5	2009	0
George%20Altman	5	2010	0
George%20Altman	5	2011	0
George%20Altman	6	2006	3
George%20Altman	6	2007	1
George%20Altman	6	2008	1
George%20Altman	6	2009	0
George%20Altman	6	2010	0
George%20Altman	6	2011	2
George%20Altman	7	2006	3
George%20Altman	7	2007	0
George%20Altman	7	2008	0
George%20Altman	7	2009	0
George%20Altman	7	2010	0
George%20Altman	7	2011	0
George%20Altman	8	2006	0
George%20Altman	8	2007	2
George%20Altman	8	2008	6
George%20Altman	8	2009	0
George%20Altman	8	2010	0
George%20Altman	8	2011	0
George%20Altman	9	2006	2
George%20Altman	9	2007	3
George%20Altman	9	2008	2
George%20Altman	9	2009	0
George%20Altman	9	2010	1
George%20Altman	9	2011	0
George%20Altman	10	2006	1
George%20Altman	10	2007	1
George%20Altman	10	2008	0
George%20Altman	10	2009	0
George%20Altman	10	2010	2
George%20Altman	10	2011	0
George%20Altman	11	2006	1
George%20Altman	11	2007	0
George%20Altman	11	2008	2
George%20Altman	11	2009	0
George%20Altman	11	2010	1
George%20Altman	11	2011	0
George%20Altman	12	2006	2
George%20Altman	12	2007	2
George%20Altman	12	2008	4
George%20Altman	12	2009	2
George%20Altman	12	2010	0
George%20Altman	12	2011	0
Max%20Alvis	1	2006	0
Max%20Alvis	1	2007	0
Max%20Alvis	1	2008	2
Max%20Alvis	1	2009	3
Max%20Alvis	1	2010	0
Max%20Alvis	1	2011	1
Max%20Alvis	2	2006	1
Max%20Alvis	2	2007	0
Max%20Alvis	2	2008	0
Max%20Alvis	2	2009	0
Max%20Alvis	2	2010	0
Max%20Alvis	2	2011	0
Max%20Alvis	3	2006	0
Max%20Alvis	3	2007	0
Max%20Alvis	3	2008	1
Max%20Alvis	3	2009	0
Max%20Alvis	3	2010	0
Max%20Alvis	3	2011	0
Max%20Alvis	4	2006	1
Max%20Alvis	4	2007	0
Max%20Alvis	4	2008	0
Max%20Alvis	4	2009	0
Max%20Alvis	4	2010	0
Max%20Alvis	4	2011	1
Max%20Alvis	5	2006	0
Max%20Alvis	5	2007	0
Max%20Alvis	5	2008	0
Max%20Alvis	5	2009	0
Max%20Alvis	5	2010	0
Max%20Alvis	5	2011	0
Max%20Alvis	6	2006	0
Max%20Alvis	6	2007	0
Max%20Alvis	6	2008	0
Max%20Alvis	6	2009	0
Max%20Alvis	6	2010	0
Max%20Alvis	6	2011	2
Max%20Alvis	7	2006	0
Max%20Alvis	7	2007	0
Max%20Alvis	7	2008	1
Max%20Alvis	7	2009	0
Max%20Alvis	7	2010	0
Max%20Alvis	7	2011	0
Max%20Alvis	8	2006	0
Max%20Alvis	8	2007	2
Max%20Alvis	8	2008	2
Max%20Alvis	8	2009	0
Max%20Alvis	8	2010	0
Max%20Alvis	8	2011	0
Max%20Alvis	9	2006	0
Max%20Alvis	9	2007	0
Max%20Alvis	9	2008	1
Max%20Alvis	9	2009	1
Max%20Alvis	9	2010	0
Max%20Alvis	9	2011	0
Max%20Alvis	10	2006	0
Max%20Alvis	10	2007	1
Max%20Alvis	10	2008	0
Max%20Alvis	10	2009	0
Max%20Alvis	10	2010	1
Max%20Alvis	10	2011	0
Max%20Alvis	11	2006	0
Max%20Alvis	11	2007	0
Max%20Alvis	11	2008	0
Max%20Alvis	11	2009	0
Max%20Alvis	11	2010	1
Max%20Alvis	11	2011	1
Max%20Alvis	12	2006	3
Max%20Alvis	12	2007	0
Max%20Alvis	12	2008	1
Max%20Alvis	12	2009	2
Max%20Alvis	12	2010	0
Max%20Alvis	12	2011	0
Mike%20Andrews	1	2006	2
Mike%20Andrews	1	2007	0
Mike%20Andrews	1	2008	1
Mike%20Andrews	1	2009	1
Mike%20Andrews	1	2010	0
Mike%20Andrews	1	2011	1
Mike%20Andrews	2	2006	1
Mike%20Andrews	2	2007	1
Mike%20Andrews	2	2008	0
Mike%20Andrews	2	2009	1
Mike%20Andrews	2	2010	0
Mike%20Andrews	2	2011	0
Mike%20Andrews	3	2006	0
Mike%20Andrews	3	2007	1
Mike%20Andrews	3	2008	7
Mike%20Andrews	3	2009	1
Mike%20Andrews	3	2010	1
Mike%20Andrews	3	2011	0
Mike%20Andrews	4	2006	0
Mike%20Andrews	4	2007	1
Mike%20Andrews	4	2008	0
Mike%20Andrews	4	2009	2
Mike%20Andrews	4	2010	0
Mike%20Andrews	4	2011	1
Mike%20Andrews	5	2006	0
Mike%20Andrews	5	2007	0
Mike%20Andrews	5	2008	0
Mike%20Andrews	5	2009	2
Mike%20Andrews	5	2010	4
Mike%20Andrews	5	2011	0
Mike%20Andrews	6	2006	2
Mike%20Andrews	6	2007	0
Mike%20Andrews	6	2008	0
Mike%20Andrews	6	2009	24
Mike%20Andrews	6	2010	0
Mike%20Andrews	6	2011	1
Mike%20Andrews	7	2006	2
Mike%20Andrews	7	2007	0
Mike%20Andrews	7	2008	3
Mike%20Andrews	7	2009	12
Mike%20Andrews	7	2010	1
Mike%20Andrews	7	2011	1
Mike%20Andrews	8	2006	3
Mike%20Andrews	8	2007	5
Mike%20Andrews	8	2008	3
Mike%20Andrews	8	2009	1
Mike%20Andrews	8	2010	0
Mike%20Andrews	8	2011	0
Mike%20Andrews	9	2006	0
Mike%20Andrews	9	2007	1
Mike%20Andrews	9	2008	1
Mike%20Andrews	9	2009	1
Mike%20Andrews	9	2010	1
Mike%20Andrews	9	2011	0
Mike%20Andrews	10	2006	0
Mike%20Andrews	10	2007	1
Mike%20Andrews	10	2008	0
Mike%20Andrews	10	2009	1
Mike%20Andrews	10	2010	6
Mike%20Andrews	10	2011	0
Mike%20Andrews	11	2006	0
Mike%20Andrews	11	2007	1
Mike%20Andrews	11	2008	0
Mike%20Andrews	11	2009	0
Mike%20Andrews	11	2010	0
Mike%20Andrews	11	2011	0
Mike%20Andrews	12	2006	2
Mike%20Andrews	12	2007	0
Mike%20Andrews	12	2008	4
Mike%20Andrews	12	2009	2
Mike%20Andrews	12	2010	0
Mike%20Andrews	12	2011	0
Nate%20Andrews	1	2006	0
Nate%20Andrews	1	2007	1
Nate%20Andrews	1	2008	1
Nate%20Andrews	1	2009	4
Nate%20Andrews	1	2010	2
Nate%20Andrews	1	2011	0
Nate%20Andrews	2	2006	0
Nate%20Andrews	2	2007	0
Nate%20Andrews	2	2008	0
Nate%20Andrews	2	2009	0
Nate%20Andrews	2	2010	0
Nate%20Andrews	2	2011	1
Nate%20Andrews	3	2006	0
Nate%20Andrews	3	2007	0
Nate%20Andrews	3	2008	1
Nate%20Andrews	3	2009	1
Nate%20Andrews	3	2010	0
Nate%20Andrews	3	2011	0
Nate%20Andrews	4	2006	0
Nate%20Andrews	4	2007	0
Nate%20Andrews	4	2008	0
Nate%20Andrews	4	2009	0
Nate%20Andrews	4	2010	0
Nate%20Andrews	4	2011	1
Nate%20Andrews	5	2006	0
Nate%20Andrews	5	2007	0
Nate%20Andrews	5	2008	0
Nate%20Andrews	5	2009	1
Nate%20Andrews	5	2010	0
Nate%20Andrews	5	2011	0
Nate%20Andrews	6	2006	1
Nate%20Andrews	6	2007	0
Nate%20Andrews	6	2008	0
Nate%20Andrews	6	2009	0
Nate%20Andrews	6	2010	0
Nate%20Andrews	6	2011	1
Nate%20Andrews	7	2006	0
Nate%20Andrews	7	2007	1
Nate%20Andrews	7	2008	4
Nate%20Andrews	7	2009	0
Nate%20Andrews	7	2010	0
Nate%20Andrews	7	2011	0
Nate%20Andrews	8	2006	1
Nate%20Andrews	8	2007	1
Nate%20Andrews	8	2008	2
Nate%20Andrews	8	2009	0
Nate%20Andrews	8	2010	1
Nate%20Andrews	8	2011	0
Nate%20Andrews	9	2006	0
Nate%20Andrews	9	2007	0
Nate%20Andrews	9	2008	1
Nate%20Andrews	9	2009	1
Nate%20Andrews	9	2010	2
Nate%20Andrews	9	2011	0
Nate%20Andrews	10	2006	1
Nate%20Andrews	10	2007	0
Nate%20Andrews	10	2008	0
Nate%20Andrews	10	2009	0
Nate%20Andrews	10	2010	2
Nate%20Andrews	10	2011	0
Nate%20Andrews	11	2006	0
Nate%20Andrews	11	2007	2
Nate%20Andrews	11	2008	0
Nate%20Andrews	11	2009	0
Nate%20Andrews	11	2010	0
Nate%20Andrews	11	2011	1
Nate%20Andrews	12	2006	1
Nate%20Andrews	12	2007	0
Nate%20Andrews	12	2008	0
Nate%20Andrews	12	2009	0
Nate%20Andrews	12	2010	0
Nate%20Andrews	12	2011	1
Joaquin%20Andujar	1	2006	0
Joaquin%20Andujar	1	2007	0
Joaquin%20Andujar	1	2008	0
Joaquin%20Andujar	1	2009	0
Joaquin%20Andujar	1	2010	0
Joaquin%20Andujar	1	2011	0
Joaquin%20Andujar	2	2006	0
Joaquin%20Andujar	2	2007	0
Joaquin%20Andujar	2	2008	0
Joaquin%20Andujar	2	2009	0
Joaquin%20Andujar	2	2010	1
Joaquin%20Andujar	2	2011	0
Joaquin%20Andujar	3	2006	0
Joaquin%20Andujar	3	2007	0
Joaquin%20Andujar	3	2008	0
Joaquin%20Andujar	3	2009	0
Joaquin%20Andujar	3	2010	0
Joaquin%20Andujar	3	2011	0
Joaquin%20Andujar	4	2006	0
Joaquin%20Andujar	4	2007	0
Joaquin%20Andujar	4	2008	0
Joaquin%20Andujar	4	2009	0
Joaquin%20Andujar	4	2010	0
Joaquin%20Andujar	4	2011	0
Joaquin%20Andujar	5	2006	0
Joaquin%20Andujar	5	2007	0
Joaquin%20Andujar	5	2008	0
Joaquin%20Andujar	5	2009	0
Joaquin%20Andujar	5	2010	0
Joaquin%20Andujar	5	2011	0
Joaquin%20Andujar	6	2006	0
Joaquin%20Andujar	6	2007	0
Joaquin%20Andujar	6	2008	0
Joaquin%20Andujar	6	2009	0
Joaquin%20Andujar	6	2010	0
Joaquin%20Andujar	6	2011	0
Joaquin%20Andujar	7	2006	0
Joaquin%20Andujar	7	2007	0
Joaquin%20Andujar	7	2008	0
Joaquin%20Andujar	7	2009	0
Joaquin%20Andujar	7	2010	0
Joaquin%20Andujar	7	2011	0
Joaquin%20Andujar	8	2006	0
Joaquin%20Andujar	8	2007	0
Joaquin%20Andujar	8	2008	0
Joaquin%20Andujar	8	2009	0
Joaquin%20Andujar	8	2010	0
Joaquin%20Andujar	8	2011	0
Joaquin%20Andujar	9	2006	0
Joaquin%20Andujar	9	2007	0
Joaquin%20Andujar	9	2008	0
Joaquin%20Andujar	9	2009	0
Joaquin%20Andujar	9	2010	0
Joaquin%20Andujar	9	2011	0
Joaquin%20Andujar	10	2006	0
Joaquin%20Andujar	10	2007	0
Joaquin%20Andujar	10	2008	0
Joaquin%20Andujar	10	2009	0
Joaquin%20Andujar	10	2010	0
Joaquin%20Andujar	10	2011	0
Joaquin%20Andujar	11	2006	0
Joaquin%20Andujar	11	2007	0
Joaquin%20Andujar	11	2008	0
Joaquin%20Andujar	11	2009	0
Joaquin%20Andujar	11	2010	0
Joaquin%20Andujar	11	2011	0
Joaquin%20Andujar	12	2006	0
Joaquin%20Andujar	12	2007	0
Joaquin%20Andujar	12	2008	0
Joaquin%20Andujar	12	2009	0
Joaquin%20Andujar	12	2010	0
Joaquin%20Andujar	12	2011	0
Johnny%20Antonelli	1	2006	0
Johnny%20Antonelli	1	2007	0
Johnny%20Antonelli	1	2008	0
Johnny%20Antonelli	1	2009	0
Johnny%20Antonelli	1	2010	2
Johnny%20Antonelli	1	2011	0
Johnny%20Antonelli	2	2006	1
Johnny%20Antonelli	2	2007	0
Johnny%20Antonelli	2	2008	1
Johnny%20Antonelli	2	2009	1
Johnny%20Antonelli	2	2010	0
Johnny%20Antonelli	2	2011	1
Johnny%20Antonelli	3	2006	0
Johnny%20Antonelli	3	2007	1
Johnny%20Antonelli	3	2008	0
Johnny%20Antonelli	3	2009	2
Johnny%20Antonelli	3	2010	0
Johnny%20Antonelli	3	2011	0
Johnny%20Antonelli	4	2006	0
Johnny%20Antonelli	4	2007	2
Johnny%20Antonelli	4	2008	1
Johnny%20Antonelli	4	2009	1
Johnny%20Antonelli	4	2010	0
Johnny%20Antonelli	4	2011	2
Johnny%20Antonelli	5	2006	2
Johnny%20Antonelli	5	2007	3
Johnny%20Antonelli	5	2008	0
Johnny%20Antonelli	5	2009	0
Johnny%20Antonelli	5	2010	1
Johnny%20Antonelli	5	2011	1
Johnny%20Antonelli	6	2006	0
Johnny%20Antonelli	6	2007	1
Johnny%20Antonelli	6	2008	0
Johnny%20Antonelli	6	2009	0
Johnny%20Antonelli	6	2010	1
Johnny%20Antonelli	6	2011	3
Johnny%20Antonelli	7	2006	1
Johnny%20Antonelli	7	2007	3
Johnny%20Antonelli	7	2008	0
Johnny%20Antonelli	7	2009	0
Johnny%20Antonelli	7	2010	1
Johnny%20Antonelli	7	2011	0
Johnny%20Antonelli	8	2006	0
Johnny%20Antonelli	8	2007	1
Johnny%20Antonelli	8	2008	2
Johnny%20Antonelli	8	2009	0
Johnny%20Antonelli	8	2010	1
Johnny%20Antonelli	8	2011	0
Johnny%20Antonelli	9	2006	3
Johnny%20Antonelli	9	2007	1
Johnny%20Antonelli	9	2008	1
Johnny%20Antonelli	9	2009	1
Johnny%20Antonelli	9	2010	0
Johnny%20Antonelli	9	2011	0
Johnny%20Antonelli	10	2006	1
Johnny%20Antonelli	10	2007	2
Johnny%20Antonelli	10	2008	0
Johnny%20Antonelli	10	2009	0
Johnny%20Antonelli	10	2010	2
Johnny%20Antonelli	10	2011	0
Johnny%20Antonelli	11	2006	0
Johnny%20Antonelli	11	2007	1
Johnny%20Antonelli	11	2008	1
Johnny%20Antonelli	11	2009	0
Johnny%20Antonelli	11	2010	1
Johnny%20Antonelli	11	2011	0
Johnny%20Antonelli	12	2006	6
Johnny%20Antonelli	12	2007	0
Johnny%20Antonelli	12	2008	1
Johnny%20Antonelli	12	2009	2
Johnny%20Antonelli	12	2010	0
Johnny%20Antonelli	12	2011	0
Luis%20Aparicio	1	2006	5
Luis%20Aparicio	1	2007	0
Luis%20Aparicio	1	2008	9
Luis%20Aparicio	1	2009	4
Luis%20Aparicio	1	2010	2
Luis%20Aparicio	1	2011	2
Luis%20Aparicio	2	2006	1
Luis%20Aparicio	2	2007	2
Luis%20Aparicio	2	2008	1
Luis%20Aparicio	2	2009	1
Luis%20Aparicio	2	2010	6
Luis%20Aparicio	2	2011	1
Luis%20Aparicio	3	2006	1
Luis%20Aparicio	3	2007	3
Luis%20Aparicio	3	2008	3
Luis%20Aparicio	3	2009	5
Luis%20Aparicio	3	2010	1
Luis%20Aparicio	3	2011	1
Luis%20Aparicio	4	2006	4
Luis%20Aparicio	4	2007	6
Luis%20Aparicio	4	2008	7
Luis%20Aparicio	4	2009	3
Luis%20Aparicio	4	2010	2
Luis%20Aparicio	4	2011	6
Luis%20Aparicio	5	2006	0
Luis%20Aparicio	5	2007	8
Luis%20Aparicio	5	2008	3
Luis%20Aparicio	5	2009	7
Luis%20Aparicio	5	2010	4
Luis%20Aparicio	5	2011	0
Luis%20Aparicio	6	2006	1
Luis%20Aparicio	6	2007	10
Luis%20Aparicio	6	2008	1
Luis%20Aparicio	6	2009	1
Luis%20Aparicio	6	2010	2
Luis%20Aparicio	6	2011	1
Luis%20Aparicio	7	2006	5
Luis%20Aparicio	7	2007	11
Luis%20Aparicio	7	2008	1
Luis%20Aparicio	7	2009	2
Luis%20Aparicio	7	2010	2
Luis%20Aparicio	7	2011	3
Luis%20Aparicio	8	2006	1
Luis%20Aparicio	8	2007	2
Luis%20Aparicio	8	2008	9
Luis%20Aparicio	8	2009	3
Luis%20Aparicio	8	2010	10
Luis%20Aparicio	8	2011	0
Luis%20Aparicio	9	2006	0
Luis%20Aparicio	9	2007	1
Luis%20Aparicio	9	2008	2
Luis%20Aparicio	9	2009	32
Luis%20Aparicio	9	2010	3
Luis%20Aparicio	9	2011	1
Luis%20Aparicio	10	2006	2
Luis%20Aparicio	10	2007	9
Luis%20Aparicio	10	2008	3
Luis%20Aparicio	10	2009	12
Luis%20Aparicio	10	2010	4
Luis%20Aparicio	10	2011	2
Luis%20Aparicio	11	2006	3
Luis%20Aparicio	11	2007	4
Luis%20Aparicio	11	2008	0
Luis%20Aparicio	11	2009	1
Luis%20Aparicio	11	2010	2
Luis%20Aparicio	11	2011	5
Luis%20Aparicio	12	2006	13
Luis%20Aparicio	12	2007	1
Luis%20Aparicio	12	2008	1
Luis%20Aparicio	12	2009	6
Luis%20Aparicio	12	2010	2
Luis%20Aparicio	12	2011	0
Tony%20Armas	1	2006	0
Tony%20Armas	1	2007	2
Tony%20Armas	1	2008	0
Tony%20Armas	1	2009	4
Tony%20Armas	1	2010	1
Tony%20Armas	1	2011	0
Tony%20Armas	2	2006	3
Tony%20Armas	2	2007	1
Tony%20Armas	2	2008	1
Tony%20Armas	2	2009	0
Tony%20Armas	2	2010	0
Tony%20Armas	2	2011	1
Tony%20Armas	3	2006	1
Tony%20Armas	3	2007	0
Tony%20Armas	3	2008	1
Tony%20Armas	3	2009	6
Tony%20Armas	3	2010	0
Tony%20Armas	3	2011	3
Tony%20Armas	4	2006	0
Tony%20Armas	4	2007	2
Tony%20Armas	4	2008	0
Tony%20Armas	4	2009	1
Tony%20Armas	4	2010	0
Tony%20Armas	4	2011	2
Tony%20Armas	5	2006	1
Tony%20Armas	5	2007	3
Tony%20Armas	5	2008	0
Tony%20Armas	5	2009	0
Tony%20Armas	5	2010	0
Tony%20Armas	5	2011	0
Tony%20Armas	6	2006	1
Tony%20Armas	6	2007	3
Tony%20Armas	6	2008	1
Tony%20Armas	6	2009	0
Tony%20Armas	6	2010	1
Tony%20Armas	6	2011	1
Tony%20Armas	7	2006	1
Tony%20Armas	7	2007	4
Tony%20Armas	7	2008	2
Tony%20Armas	7	2009	1
Tony%20Armas	7	2010	0
Tony%20Armas	7	2011	2
Tony%20Armas	8	2006	0
Tony%20Armas	8	2007	2
Tony%20Armas	8	2008	2
Tony%20Armas	8	2009	0
Tony%20Armas	8	2010	0
Tony%20Armas	8	2011	0
Tony%20Armas	9	2006	1
Tony%20Armas	9	2007	0
Tony%20Armas	9	2008	0
Tony%20Armas	9	2009	2
Tony%20Armas	9	2010	0
Tony%20Armas	9	2011	0
Tony%20Armas	10	2006	2
Tony%20Armas	10	2007	4
Tony%20Armas	10	2008	4
Tony%20Armas	10	2009	0
Tony%20Armas	10	2010	1
Tony%20Armas	10	2011	2
Tony%20Armas	11	2006	3
Tony%20Armas	11	2007	0
Tony%20Armas	11	2008	0
Tony%20Armas	11	2009	1
Tony%20Armas	11	2010	0
Tony%20Armas	11	2011	0
Tony%20Armas	12	2006	5
Tony%20Armas	12	2007	4
Tony%20Armas	12	2008	0
Tony%20Armas	12	2009	1
Tony%20Armas	12	2010	0
Tony%20Armas	12	2011	0
Morrie%20Arnovich	1	2006	0
Morrie%20Arnovich	1	2007	2
Morrie%20Arnovich	1	2008	2
Morrie%20Arnovich	1	2009	0
